;20020828.jpg;UN TOQUE DE ATENCION Miércoles Precio en Capital Federal PARA LA SOLUCION 28 de agosto y GBA: $ 1,20 » Recargo ARGENTINA DE LOS de 2002 envío al interior: $ 0,20 PROBLEMAS ARGENTINOS + Uruguay: $ 23 + Brasil: RS 6,00 Paraguay: G$ 8.000 Buenos Aires República Argentina | Precios de opcionales, en Año LVIN> 20.335 — |el índice de la página 2  Sida: contagio en una cesárea | Fin del 0) y Encuesta: fútbol o teatro Oficina online »Fue en Córdoba. A la mujer le »-Hoy termina e »Tabárez dijo que el hincha Los programas dieron sangre infectada: contagió | serie Expedientes * que quiere espectáculo vaya clave para trabajal a su beba y quizás al marido. Secretos X. , al teatro. Casi nadie coincide. rápido y mejor. PAG. 29 CLARIN ESPECT. JO, PAGS. 33 A 36  »PNO ACLARO DESDE CUANDO »LAS CUENTAS SUIZAS  Duhalde dice  oencrciado  por errores  que devolverá «¡ee  Oyarbide y otros jueces porque  asegura que están mal hechos.  Y por eso no levantará por ahora  el secreto bancario. La decisión (0) también favorece al secretario de  Menem, Ramón Hernández. PAG. 10  »Argumentó que hay que cumplir con el fallo de la | Un 18% menos de >El contraataque ,  Corte que declaró inconstitucional el recorte, para autos en la Capital " evitar una ola de juicios. Añadió que estudian cómo | »Eso bajó la circulación pe de Una ofensiva sobre  hacerlo. Lavagna quiere pagar desde enero. pass. 248 | 2001. La clave: combustibles caros. | Carrió y Oyarbide  VINCENT YU / AP:  »-4-0 EN EL CHAMPION TROPHY  Las Leonas aplastaron Inglaterra  »Defienden el título en el torneo más importante después del Mundial. Luciana Aymar, la mejor jugadora del mundo, marcó dos veces. Si hoy le ganan a China ya estarán casi en la final. PAG. 39  DALE ALEGRIA A MI v CORAZON. VANINA ONETO. FESTEJA SU GOL, EL. PRIMERO, CUANDO IBAN 4 MINUTOS. LA CONQUISTA TRANQUILIZO AL EQUIPO.  » SUPLEMENTO ESPECIAL  El básquet va por un sueño  y Argentina puede EX dar el gran PA  »bMURAL DE SIQUEIROS  Una obra de * arte, a salvo '  »Clarín denunció su abandono. Ahora será exhibida. PAG. 28  »-PARA QUE ENTREGARA LA PLATA LA QUEMARON CON UNA PLANCHA an experiencia de una mujer robada en su casa  “33 | »Tiene 74 años y es dueña de supermercados. La entregó la secretaria de uno de sus hijos. La banda, de clase media, cayó pronto. PAG. 27  FRASE DEL DIA JUAN PABLO CAFIERO, MINISTRO DE SEGURIDAD BONAERENSE: “HAY HECHOS DELICTIVOS QUE TIENEN SEÑALES MAFIOSAS”. PAG. 24 
;20020829.jpg;SEGUNDA EDICION yd  Clarín  Coleccionable  AN LIBRO CLARIN DE  UN TOQUE DE ATENCION Jueves Precio en Capital Federal PARA LA SOLUCION 29 de agosto y GBA: $ 1,20 Recargo ARGENTINA DE LOS de 2002 envío al interior: $ 0,20  + Uruguay: $ 23 + Brasil: R$ 6,00 Paraguay: 6$ 8.000  PROBLEMAS ARGENTINOS  Buenos Aires República Argentina Año LVIII N 20.336  Precios de opcionales, en el índice de la página 2  K  Miércoles, cumbre del PJ »Los gobernadores y Duhalde buscarán definir el mecanismo para elegir al candidato. PAG.3Y4  Maxi parla italiano >El pibe de River,  a la Reggina por  US$ 3,5 millones. CLARIN DEPORTIVO. ——  Vamos, vamos, Argentina  » Debuta hoy, ante Venezuela, en el Mundial de básquet que se disputa en Indianápolis. CLARIN DEPORTIVO  > DIPUTADOS LO SANCIONO ESTA MADRUGADA CON 183 VOTOS A FAVOR, 3 ABSTENCIONES Y 2 EN CONTRA  Recetarán por ley remedios genéricos  »Son aquellos medicamentos que se prescriben por el nombre de la droga genérica que contienen y no por la marca comercial. La ley, impulsada por el Gobierno, busca abaratar el costo de los remedios. La UCR dio apoyo a cambio de debatir otra norma que permita controlar la calidad de los genéricos. Pac. 32  »Laboratorios, en contra: no se cuida a los consumidores  »TENIA $ 1.600 Y NO LE ROBARON  El extraño  asesinato de un médico en Bahía Blanca  »-Le pegaron 3 balazos en el centro de la ciudad. Era el presidente de la Asociación Médica local y dirigía dos hospitales donde hubo despidos. Antes del crimen, había acordado con el jefe del PAMI que 11 médicos suspendidos por cobrarles un plus a jubilados debían reintegrar el dinero. PAG. 38  Lo que faltaba: un impuesto al robo  »-Este año se exportó cobre por US$ 195 millones. Argentina nunca fue un país exportador. Vinculan el fenómeno a los robos de cables telefónicos y eléctricos de cobre. Y por eso subieron el impuesto a la exportación de 5 a 20%. PAG. 16  RICARDO GONZALEZ / CLARIN  Los trabajadores salvaron la fábrica »La escena, ayer, en Ghelco, una productora de insumos para heladerías y confiterías de Barracas. La empresa había quebrado. La gente la salvó con una cooperativa. PAG. 30  bPIDEN MEDIO MILLON DE DOLARES DE RESCATE  Secuestran al hijo de un empresario  »El chico tiene quince años. Se lo llevaron ayer a la tarde de un local de cyber-juegos de Ramos Mejía, donde vive. Su padre sería el ex dueño de Klaukol, una reconocida marca de adhesivos para la construcción. PAG. 39  FRASE DEL DIA PRESIDENTE DUHALDE, DURANTE UNA VISITA A FORMOSA: “ESPERAMOS QUE A FINES DE OCTUBRE YA NO QUEDEN FAMILIAS INDIGENTES”. PAG. 5 
;20020830.jpg;UN TOQUE DE ATENCION Viernes Precio en Capital Federal  PARA LA SOLUCION 30 de agosto y GBA: $ 1,30 + Recargo ARGENTINA DE LOS de 2002 envío al interior: $ 0,20 PROBLEMAS ARGENTINOS + Uruguay: $ 23 + Brasil: R$ 6,00 Paraguay. G$ 8.000 Buenos Aires  República Argentina — | Precios de opcionales, en Año LVIN> 20.337 — [el índice de la página 2  Cobain, bajo fuego » Cómo es la guerra por la herencia del líder de Nirvana. SUPLEMENTO SI!  Racing-Chicago no va » Iban a enfrentarse esta noche. Se postergó porque Racing no instaló aún el sistema de video. PAG. 48  “No voy a cambiar” »Bielsa contó cómo F será su nueva etapa en la Selección. PAGS. 43 A 45  »FUE ESTA MADRUGADA, DESPUES DE QUE LA FAMILIA PAGO US$ 20.000 DE RESCATE  IMA  A Pp arec ] Ó cons  »Colegios, entidades religiosas y la Red Solidaria llaman a movilizarse.  1] mM El [ LOS MILITO V | a e C [ G 0) un LEDO negocia con los secuestradores  »-Es Gabriel, de Independiente. El  secuestrado ......  Quedaron libres 18 presos muy peligrosos  > Tienen condenas por violación, asesinato y robo a mano armada.  » Juan Pablo, hijo de un empresario de Ramos Mejía, fue liberado en El Jagúel. Es el barrio donde vivía Diego Peralta, el joven asesinado pese a que se había pagado rescate. Fuentes de Seguridad bonaerense se lo confirmaron a Clarín. pac. 28  > IGUAL ACEPTARIA DIFERIR VENCIMIENTOS POR US$ 2.700 MILLONES  El FMI dice que no hay acuerdo  >El vocero del organismo habló de “falta de consenso político”. Las mayores objeciones aluden a fallos de la Corte y leyes del Congreso. PAGS. 3A 7  »LLENO EL LUNA PARK  Yr Ginóbili, la estrella de "il Rod riguez lección, | ! , e cio SEND A Saa largó  el Mundial con un fácil  triunfo por 107-72 ante con un  Venezuela. Hoy, un partido muy duro con % y  Rusia, que ayer cayó l acto fuerte sorpresivamente 90-81 Í frente a Nueva Zelanda. y »Reunió a unas 10 mil personas y PAGS. 50 Y 51 y e a prometió “una revolución”. Criticó con dureza a Alfonsín, Menem, De la Rúa y Duhalde. Y no se refirió a la interna peronista. Hubo muchas familias y un aporte notorio del aparato sindical y político. También hablaron Rico y Moyano. PAG. 14  Embocó Argentina  JOHN RUTHROFE / AFP  »Hoy, concentración 1 en Congreso para vet AS AE de “que se vayan todos”  IA EDUARDO COUDET, VOLANTE DE RIVER QUE SE VA A JUGAR A EUROPA POR LA INSEGURIDAD: “ES MUY FEO SENTIR DOS PISTOLAS 45 EN EL PECHO”. PAG. 46  
;20020831.jpg;UN TOQUE DE ATENCION Sábado Precio en Capital Federal o ss Ñ Y PARA LA SOLUCION 31 de agosto y GBA: $ 1,20 Recargo  > Ss SO V ARGENTINA DE LOS de 2002 envío al interior: $ 0,20  E y => J N PROBLEMAS ARGENTINOS + Uruguay: $ 23 + Brasil:  N R$ 6,00 + Paraguay: A G$ 8.000 ( y Buenos Aires  a Y Ni La cs O Y República Argentina | Precios de opcionales, en  A o om 1 ol Año LVII IN 20.338 | el índice de la página 2  A  Miedo por los servicios públicos | Leonas, a la final » »Entidades de usuarios dicen  ¿El Pampa y Equi van al banco? »Tabárez piensa en cambios. Y Giménez y Bracamonte podrían entrar por Sosa y González. CLARIN DEPORTIVO  que por una nueva resolución, los servicios podrían empeorar.  PAG. 34  bPAGARON RESCATE Y LIBERARON AL PADRE DE LOS MILITO  Hay pistas de secuestradores muy expertos  »Según la Policía, la banda que secuestró a Milito Opera en el sur del GBA. Y ya cometió otros seis.  La que se llevó al chico de Ramos Mejía es de San Martín y ya había secuestrado a un rugbier. paces. 28 A 32  AL  REENCUENTRO. JUAN PABLO, EL CHICO SECUESTRADO EN RAMOS MEJIA, AYER, CON SU MAMA. LA FAMILIA PIENSA EN IRSE DEL PAIS,  k  b-ARGENTINA LE GANO 100-81 A RUSIA EN EL MUNDIAL DE INDIANAPOLIS  Histórico triunfo en básquet 3,  »-Rusia es el subcampeón mundial. La Selección jugó en un altísimo nivel y dominó durante todo el partido. El goleador fue Sconochini. Hoy, a las 19.30, enfrenta a Nueva Zelanda, pero ya está clasificada. CLARIN DEPORTIVO  El Superagente % »Roach habla de WHAE la nueva película . de Austin Powers.  CLARIN ESPECTACULOS  »CONCENTRACION OPOSITORA  Reclaman que se elija todo  >La consigna “que se vayan todos” reunió a unas 10 mil personas frente al Congreso, con muchos militantes de izquierda. También hubo piquetes en el GBA y marchas en las provincias. PAG. 18  PABLO CEROLINI/CLARIN  Aran  ZAMORA Y CARRIO, AYER, FRENTE AL CONGRESO.  >VIENEN A ENTRENARSE  Dan inmunidad diplomática a tropas de EE.UU.  »-Lo decidió el Gobierno por pedido de Washington. Es para evitar que puedan ser detenidos y juzgados como cualquier otro extranjero, si cometen aquí algún delito. PAG. 14  SUPLEMENTO CULTURA  » George Steiner, el célebre ensayista, cree que ya no hay lugar para la pasión creativa. Un reportaje exclusivo.  yl ”  A  y  
;20020901.jpg;ET El Colón cambia  eos y » Estrena director  d+ > F artístico: es Gabriel  4 Senanes, músico y periodista  de Clarín. del turismo. PAG. 42 SUPL. VIAJES  Hora de avistar  Pleno apogeo del . espectáculo de las 2  ballenas en Madryn, 4%  todo un clásico  DOMINGO  Un  a  Embocan sin parar > Argentina ganó otra vez en el Mundial de básquet: 112-85  a Nueva Zelanda. Mañana, la 2? ronda. PAGS. 68 Y 69  A la aventura » Isabel Allende, confiesa que en su último libro busca seducir  IN-TOQUE DE ATENCIÓN PARA LA SOLUCION ARGENTINA DE LOS PROBLEMAS ARGENTINOS:  Me  UN DETENIDO EN VILLA LUJAN, DE BERNAL. FUE AYER,EN. ==" UNO DE LOS 27 ALLANAMIENTOS POR EL CASO PERALTA.  detenidos muchas dudas  anunció ayer que los  hi  crimen, 16  La Policía  asesinos ya están presos. Pero aún no explica por qué actuó una banda tan grande ) para secuestrar a un chico humilde, por qué lo mataron  si ya habían cobrado el rescate, ni qué papel jugaron  l  los dos policías que están detenidos. Pacs. 38 A 41  a los jóvenes. ' REVISTA VIVA  Domingo Precio «n' Capital Federal  1 de setiembre [Y GBA: $ 2,80» Recargo  de 2002 envío al intenor: $/0,80' + Úmguay: $ 35 Brasil R$.8:00:: Paraguay G$11,000  Buenos Alles  Precios de opcionales, en el indice de-la página 2  República Argentina Año: LVII 720.339  EQUIPO DE INVESTIGACION  > Nació y crece con el desempleo. Cortan rutas, desafían a la autoridad, pero también sostienen una amplia red de ayuda social. En la primera de cuatro notas, cómo funcionan esas organizaciones. PAGS. 20 A 22  b>UN PEDIDO DE WASHINGTON Polémica por la inmunidad para tropas de EE.UU.  >El canciller Ruckauf dijo: “Si un soldado norteamericano mata a un ciudadano argentino irá preso”. Pero políticos y diplomáticos cuestionan la decisión del Gobierno. Las tropas de EE.UU. vendrán a entrenarse. PAG. 10  »SAN LORENZO GANO 3-1  Beto Acosta, el centenario  » Anoche, ante A Estudiantes, hizo  su centésimo gol y % » su centésimo gol AA  Lorenzo. A ] J amosor ll GOLES] sg MERVOS  aquí. PAGS. 51. A 53  DIA PRESIDENTE DUHALDE, SOBRE LOS LEGISLADORES QUE IMPULSAN EL “QUE SE VAYAN TODOS”: “QUE SEAN LOS PRIMEROS EN FIRMAR SU RENUNCIAMIENTO”. PAG. 3 
;20020902.jpg;SEGUNDA EDICION yd  Clarín  UN TOQUE DE ATENCION PARA LA SOLUCION ARGENTINA DE LOS PROBLEMAS ARGENTINOS  K  DIARIO DE AQ een En 32 páginas a color, una herramienta indispensable para profesionales y estudiantes.  COMPRA OPCIONAL  Teatrísimo gana la calle  »Se larga el ciclo para ayudar a la Casa del Teatro. Durará once lunes y lo cierran Renán-Aleandro. CLARIN ESPECTACULOS  Compra opcional  99893  Hoy, con la Guía Práctica de Lengua  Lunes Precio en Capital Federal 2 de setiembre  |yGBA: $ 1,20 * Precio en de 2002 Capital Federal y GBA con  Diario de Arquitectura:  $ 1,40 + Recargo envío al interior: $ 0,20 Uruguay: $ 23 Brasil: R$ 6,00  + Paraguay: G$ 8.000 Precios de opcionales, en el índice de la página 2  Buenos Aires República Argentina Año LVIII N* 20.340  Mellizos a los 53 »-Una mendocina se le animó al reloj biológico y tuvo gemelos. PALABRA MAYOR  >FFUE EN EL CERRO DE LA VENTANA, CERCA DE LA CIUDAD, Y HAY 5 DESAPARECIDOS  Alud de nieve en Bariloche: al menos 5 muertos  »Son estudiantes de montañismo de la Universidad del Comahue, de entre 18 y 22 años. Un grupo de setenta chicos escalaban a unos 1.500 metros de altura cuando se produjo la avalancha. Anoche, unos noventa socorristas trataban de encontrar sobrevivientes. En medio de escenas de profundo dolor, los familiares decían que los chicos eran muy inexpertos para realizar esa práctica. paus. 28 Y 29  TONCEK ARKO / DIARIO RIO NEGRO  DESESPERACION. LOS SOCORRISTAS TANTEAN, AYER, LA NIEVE DEL CERRO EN BUSCA DE LOS DESAPARECIDOS. CONMOCION POR LA TRAGEDIA.  bINDEPENDIENTE VENCIO 2-1 A VELEZ Y ES EL UNICO ESCOLTA  El Central de Menotti, bien arriba  »-Después de 22 años le ganó 2-0 a Newell's en el Parque. Y así quedó solo en la punta. Independiente mostró buen fútbol en Liniers. River cayó 2-1 con Huracán en Núñez. Y Boca, 1-0 con Lanús en el sur. CLARIN DEPORTIVO  >» CUARTO MES CONSECUTIVO  En agosto subió otra vez la recaudación  »A un día del cierre, estaba en 16% con relación a agosto del 2001. La suba es por el impuesto a las exportaciones y por el efecto de la inflación en el IVA. Es un dato positivo que Lavagna mostrará a la misión del FMI. El otro: se frenó fuerte el goteo del corralito. PAGS. 3 A 6  »Desde hoy, elevan a 200 pesos la jubilación mínima »s. ss  >-“EE.UU. DEBE MOSTRAR PRUEBAS”  Powell no avala atacar a Saddam  »El secretario de Estado de Bush les salió al paso al vicepresidente y a los halcones republicanos, que quieren atacar ya a Irak. Algunos militares se oponen. Temen que una nueva guerra en el golfo sólo favorezca a Bin Laden. PAGS. 24 Y 25  EQUIPO DE INVESTIGACION SEGUNDA NOTA  Los piqueteros,  la violencia y los  cortes de rutas  »Es una metodología que muchas veces termina mal. Los piqueteros dicen que es la única opción que tienen para que los escuchen. Cómo los organizan y cómo tratan de evitar a los infiltrados. PAGS. 18 A 20  e FRASE DEL DIA JOSE MANUEL DE LA SOTA, GOBERNADOR DE CORDOBA: “LA GENTE DEBE ELEGIR CON SU VOTO Y EN LAS URNAS QUIEN SE TIENE QUE IR”. PAG. 13 
;20020903.jpg;ClarínX  Martes 3 de setiembre de 2002  UN TOQUE DE ATENCION PARA LA SOLUCION ARGENTINA DE LOS PROBLEMAS ARGENTINOS  Buenos Aires República Argentina Año LVIII N* 20.341  Precio en Capital Federal y GBA: $ 1,30 » Recargo envío al interior: $ 0,20  + Uruguay: $ 23 + Brasil:  R$ 6,00 Paraguay:  6$ 8.000  Precios de opcionales, en el índice de la página 2  Guinzburg, el hombre pantalla »Tiene dos ciclos en la  ¿TV abierta. Y el viernes estrena otro en cable. CLARIN ESPECTACULOS  Racing y River, en Vélez  »Es el miércoles a la noche por la Copa Sudamericana. No va en Racing: no tiene sistema de video. PAGS. 37 A 39  ARGENTINA  >PLAZOS FIJOS ATRAPADOS EN EL CORRALITO  Nueva opción ara depositos reprogramados  »Se ofrecerán bonos optativos a diez años en dólares, pero esta vez la garantía será de los bancos y no del Estado. Aseguran que se respetará el valor del depósito original. Así los bancos buscan captar a los clientes que ya acordaron la devolución mensual de sus depósitos en pesos desde 2003. racs. 3 Y 4  DIARIO RIO NEGRO  OTROS TIEMPOS. ADRIAN, DE 21, Y LILIANA, DE 18, EN UNA FOTO FAMILIAR. SE HABIAN CONOCIDO EN FEBRERO Y ENSEGUIDA SE ENAMORARON.  b-LA TRAGEDIA DE BARILOCHE: LOS MUERTOS YA SON 7 Y HAY 2 DESAPARECIDOS  Un amor que murió en la nieve  »“Si nos va a llevar, que nos lleve juntos” dijeron Adrián y Liliana, que eran novios, cuando el alud se les venía encima. Y se abrazaron. Resistieron hasta que otra avalancha los separó para siempre. Ella se salvó. PAGS. 28 Y 29  Aprender a reciclar la basura »En Capital quieren que la gente use bolsas de distintos colores según los contenidos. PAGS. 30 Y 31  »EL VIERNES A LAS 14  3 minutos  para decir basta a la inseguridad  >El llamado es de la comunidad educativa, los distintos credos y la Red Solidaria. Y abarca todo el país. Invitan a la gente a expresarse como lo sienta. Con bocinazos, aplausos, o cantando el Himno allí donde estén. Es un modo original de rechazar la violencia. PAG. 34  »Caso Diego Peralta: el vice de Cafiero dice que “no está cerrado” ras. as  » ARGENTINA, A CUARTOS DE FINAL  El sueño del básquet sigue creciendo  »-La Selección derrotó 95-71 a China en el primer partido de la segunda ronda del Mundial de Indianápolis. Volvió a jugar en gran nivel y demostró que está para pelear por el podio. Hoy enfrenta a Alemania. Si gana, le puede tocar un rival más accesible. PAGS. 44 Y 45  EQUIPO DE INVESTIGACION TERCERA NOTA  Las mujeres,  el motor de  los piqueteros  »-Fueron pioneras en los cortes de rutas y están al frente de ocho  de cada diez centros piqueteros. Organizan las actividades y lo que hay que llevar al piquete. Trabajan más que los hombres. PAGS. 18 A 20  [FRASE DEL DIA CARLOS DE SANZO, COFUNDADOR DE LA RED GLOBAL DEL TRUEQUE: “SE INTENTA FRENAR ESTA ALTERNATIVA QUE TIENE LA GENTE DE VIVIR CON LO PROPIO”. PAG. 33 
;20020904.jpg;Miércoles 4 de setiembre  Precio en Capital Federal y GBA: $ 1,20 » Recargo  UN TOQUE DE ATENCION PARA LA SOLUCION  ARGENTINA DE LOS de 2002 envío al interior: $ 0,20 PROBLEMAS ARGENTINOS + Uruguay: $ 23 + Brasil: RS 6,00 » Paraguay: G$ 8.000 Buenos Aires  Precios de opcionales, en  República Argentina o ! el índice de la página 2  Año LVIII N? 20.342  Los fantasmas de Napoleón  El otro Depardieu Microchip antisecuestro Curso de inglés  > En Lituania descubrieron una fosa con miles de restos de soldados del emperador francés.  »-En Inglaterra se lo implantaron a una chica de 11 años. Dicen que acá hay tecnología para hacerlo.  »Cuenta que creció ) en la calle y ayudó a * , parir a sus hermanos, Sl  » Hoy, séptima Ea entrega, con DN video y cuaderno. [4  PAGS. 30 Y 31  CLARIN ESPECTACULOS PAG. 36 COMPRA OPCIONAL  »ES EN TODO EL PAIS Y YA MARCAN UN RECORD  2,/ millones de mujeres son jefas de hogar  »Son aquellas que sostienen sus casas porque los HI hombres perdieron su trabajo o ganan menos que ellas. El fenómeno es más fuerte en Capital: casi un millón de mujeres son cabezas de hogar. pas. 10  >-UNA PELEA QUE NO PARA  El jefe del Central desautorizó a Lavagna  » Fue ayer, por el proyecto de achicamiento de la banca oficial que impulsa Economía. Pignanelli salió a decir que ésa es una tarea que le corresponde al Central. El plan de recortes alcanza al Nación, al Provincia y al Ciudad. PAG. 3  DE VIDA  ADELINA CHAVEZ  »“No sé de dónde saco fuerzas, pero aparecen”  Descuentos del 70%  en multas de tránsito  »-La quita rige desde hoy hasta  el 7 de octubre. Además, si las multas superan los $ 50 se podrán pagar en cuotas. El plan no alcanza a aquellos infractores que hayan cruzado semáforos en rojo. PAG. 35  PP EQUIPO DE INVESTIGACION  bLes da 128 mil planes de ayuda que suman 20 millones de pesos al mes. Esto los fortalece en los  barrios y les permite competir con los punteros políticos. PAGS. 18 A 20  | DEL ESTEJO ARGENTINO EN INDIANAPOLIS, UNA ESCENA 4  REPITE: 7 Ap E ll k A  »-QUINTA VICTORIA CONSECUTIVA DE ARGENTINA EN EL MUNDIAL  Esta vez, el básquet puso el corazón  »Le ganó 86-77 a Alemania, un rival muy duro. La Selección llegó a tener una ventaja de 15 tantos, pero Alemania siempre luchó y se puso cerca. Ahí apareció la garra argentina para vencer con claridad. Hoy juega contra el Dream Team de EE.UU., pero ya tiene asegurada la continuidad en el Mundial. Y promete más. PAG. 41  DIA ROBERTO “PAMPA” SOSA, SOBRE LA FALTA DE GOL EN BOCA: “SI TENGO QUE PAGAR LOS PLATOS ROTOS, ME HAGO RESPONSABLE”. PAG. 46 
;20020905.jpg;UN TOQUE DE ATENCION Jueves Precio en Capital Federal PARA LA SOLUCION 5 de setiembre — |yGBA: $ 1,20 Recargo ARGENTINA DE LOS de 2002 envío al interior: $ 0,20  + Uruguay: $ 23 + Brasil: R$ 6,00 Paraguay: 6$ 8.000  PROBLEMAS ARGENTINOS  Buenos Aires República Argentina Año LVIII N* 20.343  Precios de opcionales, en el índice de la página 2  ClarínX  Compra opcional  Barenboim, un premio por la paz »En España le dieron el Príncipe de Asturias  por crear con el escritor palestino Edward Said un taller de música con israelíes y palestinos. CLARIN ESPECTACULOS  PAUL SANOYA / AP.  VAMOS, ARGENTINA. LA EUFORIA DE WOLKOWYSKI, FERNANDEZ, NOCIONI  (DE ESPALDAS) Y SCOLA LUEGO DE LA HAZAÑA.  >ARGENTINA VENCIO AL PODEROSO DREAM TEAM DE EE.UU. EN EL MUNDIAL DE INDIANAPOLIS  El básquet, en su triunfo mas glorioso  »La Selección le ganó a EE.UU. 87-80. Lo tuvo todo: creatividad, gara  |Resultado y talento. Siempre estuvo en ventaja y coronó así una de las victorias más | que causó notables del deporte argentino. El Dream Team, formado en 1992 con asombro todos jugadores de la NBA, estaba invicto. Argentina, ahora con chapa de [en todo gran candidato, juega hoy con Brasil por un lugar en semifinales. cuarin per. | el mundo  Revivió Racing  Le ganó 1-0 a River con gol de Estévez por la Sudamericali CLARIN DEPORTIVO LEl  bMANIOBRA DEL SENADO  Jubilaciones de privilegio: congelan su  m Y eliminación »-Diputados había aprobado la derogación. Pero anoche el Senado envió el proyecto a siete comisiones para que lo discutan antes de  votarlo. Así no hay fecha cierta para terminar con ese privilegio. PAG. 16  »-EL GOBIERNO MINIMIZO LA CRITICA  O'Neill fue otra vez muy duro con  la Argentina  »El secretario del Tesoro de Bush dijo que la propuesta de Lavagna elevada al FMI “no contiene las medidas necesarias para crear las bases de la estabilidad”. También llegó con sus cuestionamientos al Gobierno y a la clase política. PAG. 3  »Nuevo fallo de una Cámara contra la pesificación »as.7  »-DATOS OFICIALES EN CAPITAL  Dicen que hay más seguridad  »En agosto, con relación a julio, las denuncias de robo de autos bajaron 47,8%. Robos con armas, 25,1% y los asaltos a casas vacías, 16,6%. El ministro Alvarez asegura que es por el mayor control. PAG. 24  FRASE DEL DIA GEORGE BUSH, PRESIDENTE DE EE.UU.: “NO HACER NADA SOBRE EL SERIO PELIGRO QUE IMPLICA IRAK NO ES UNA OPCION PARA NOSOTROS ”. PAG. 22 
;20020906.jpg;SEGUNDA EDICION y UN TOQUE DE ATENCION Viernes Precio en Capital Federal PARA LA SOLUCION 6 de setiembre — |yGBA: $ 1,30 » Recargo ARGENTINA DE LOS de 2002 Re al de $ pe + Uruguay: $ 23 » Brasil: PROBLEMAS ARGENTINOS A 6$ 8.000 Buenos Aires República Argentina | Precios de opcionales, en Año LVIN-N* 20.344 — | el índice de la página 2  Coleccionable Los trabajos menos pensados | La película del Che Volvió la nafta adulterada Enciclope dia: e »Desde disfrazarse de empanada | »La produce Robert la »Secuestran casi 2 millones de  pl ei hasta atender un bar en ropa Redford. Se filma acá y ¿yz litros y 43 camiones cisterna  ARGENTINA interior. El Suple cuenta todo. la dirige un brasileño. Ñ en la Capital y el conurbano.  SUPLEMENTO SI! CLARIN ESPECTACULOS, 5 PAG. 40  >NO DESCARTAN INSISTIR LA SEMANA QUE VIENE CON EL RECHAZO »A LAS DOS DE LA TARDE  Hoy, protesta  Paso clave del  en+oco e  país por la  PJ contra el inseguridad  »Durará 3 minutos. Y consistirá en aplaudir, tocar bocina, cantar el  m m m Himno, rezar o leer textos por la paz. Es una iniciativa de credos religiosos, escuelas públicas y  privadas y la Red Solidaria. PAG. 28  »Reunió a 74 diputados propios y 23 provinciales y cavallistas para rechazar el | ¿Trabas policiales para juicio político al Tribunal. Pero la UCR y el ARI no dieron quórum. No obstante, | investigar un crimen? el PJ demostró que tiene el número suficiente para impedir que el juicio siga Es el de un chico asesinado a adelante. La Corte, en tanto, no definió el tema de la pesificación. paes. 3 Y 4 golpes por un agente. PAG. 42  bYA ESTA ENTRE LOS 4 MEJORES  Argentina puso todo y despachó a Brasil  b-La Selección se impuso 78-67 en un partido durísimo, que recién dio vuelta en los últimos 10 minutos. Mañana jugará en semifinales con Alemania, al que ya venció en primera ronda. Hace 52 años que el básquet argentino no llega a esa instancia en un Mundial.  SUPLEMENTO ESPECIAL  Nocioni, corazón y alma de un equipo de grandes  »-Apretó los dientes cuando el partido se complicaba. Y marcó un doble clave.  Otro golpe para el Dream Team: no jugará la final »-EE.UU. perdió 81-78 con Yugoslavia y sólo puede aspirar a un quinto puesto.  ¡A PAPA! ALEJANDRO MONTECCHIA PASA ENTRE DOS RIVALES. VAN 2 AÑOS Y 8 PARTIDOS QUE BRASIL NO LE PUEDE GANAR A LA ARGENTINA,  FRASE DEL DIA ALFREDO ATANASOF, JEFE DE GABINETE, SOBRE UNA HIPOTETICA ANULACION DE LA PESIFICACION: “SERIA COMO ARROJAR UNA BOMBA NEUTRONICA”. PAG. 14 
